VIDEOGAME_ID,NAME,RELEASE_DATE,REQUIRED_AGE,PRICE,POSITIVE_RATINGS,NEGATIVE_RATINGS
837400,Fated Kingdom,2018-05-28,0,7.19,27,6
837430,Flying Aces - Navy Pilot Simulator,2018-12-12,0,15.49,10,8
837440,MineSweep,2018-07-13,0,0.79,14,15
837500,Leder Panzer,2018-08-17,0,7.19,3,0
837530,Dark Ghost RPG,2018-04-17,0,4.79,4,7
837550,Bouncy Butter Ball,2018-05-31,0,3.99,4,0
837590,Operation Thunderstorm,2018-07-13,0,3.99,26,14
837600,The Royal Marines Commando,2018-07-13,0,3.99,12,11
837610,Mary Skelter: Nightmares,2018-07-19,0,19.49,173,19
837640,TapSonic World Champion VR,2018-06-14,0,0,33,9
837720,Tactical Mind,2018-04-27,0,2.09,2,0
837780,Coin-Op Kingdom,2018-08-09,0,5.49,5,6
837790,Around the World in 80 Days,2018-04-03,0,1.69,3,2
837800,Red Riding Hood - Star Crossed Lovers,2018-04-04,0,1.69,10,3
837850,Photonic Distress,2018-08-03,0,3.99,40,1
837900,Bitcoin Trader,2018-05-03,0,2.07,11,20
837920,Abnormal world: season one,2018-04-18,0,0.79,0,1
837930,Alone,2018-05-01,0,0.79,9,2
837940,Mobile Forces,2018-06-08,0,2.89,12,1
837950,Mad Carnage,2018-08-02,0,2.89,2,0
838010,Double Cross,2019-01-09,0,15.49,28,4
838050,The Hero Project: Open Season,2018-04-05,0,2.89,6,10
838100,Point,2018-04-24,0,0.79,23,0
838110,HyperParasite,2019-04-03,0,6.19,30,1
838150,Falling Slime,2018-06-12,0,3.99,1,0
838160,Trail Breaking,2018-06-24,0,7.19,4,3
838180,MechCorp,2018-08-02,0,6.19,30,5
838220,Endersite,2018-05-25,0,0,14,14
838260,Food From The Sky,2018-04-19,0,2.09,34,18
838270,Grandpa,2018-09-28,0,2.89,24,44
838310,Bloodstained: Curse of the Moon,2018-05-24,0,8.99,1711,86
838330,Warlords Awakening,2018-11-28,0,9.29,305,119
838340,May,2018-05-10,0,3.99,19,2
838350,太吾绘卷 The Scroll Of Taiwu,2018-09-20,0,15.49,17938,2273
838380,DEAD OR ALIVE 6,2019-02-28,0,54.99,1454,836
838390,Merry Glade,2018-05-11,0,2.09,94,1
838420,Longboard Stunts and Tricks,2018-04-29,0,2.89,3,7
838440,The Great Race,2018-05-17,0,6.99,11,0
838490,Theorem,2018-04-24,0,0.79,15,0
838510,Find & Destroy: Tank Strategy,2018-06-12,0,0,58,33
838540,City Escaper,2018-04-20,0,0.79,6,13
838640,My Super Tower 3,2018-06-15,0,3.99,9,4
838690,Unleashed,2018-10-17,0,9.29,2,1
838700,Azada: Ancient Magic,2018-04-20,0,5.19,3,0
838720,Mystery Tales: Alaskan Wild Collectors Edition,2018-04-23,0,7.19,1,0
838730,Grim Tales: The Stone Queen Collectors Edition,2018-04-27,0,7.19,3,0
838790,The Devils Garden,2018-08-14,0,10.99,2,4
838820,Warzone VR,2019-01-25,0,7.19,12,14
838840,Secret of Harrow Manor,2018-04-24,0,0.79,3,5
838900,Cereal Soup,2018-06-02,0,0,218,239
838940,Little Marisas Disaster Journey,2018-04-28,0,0.79,17,8
838980,Eon Fleet,2018-04-19,0,0.79,5,3
838990,Endhall,2018-12-04,0,2.09,53,9
839010,Real Winners: Victoryball,2018-10-08,0,5.79,2,0
839030,Mad Frost,2018-05-14,0,0.79,7,3
839040,Fasaria World: Ancients of Moons,2018-07-19,0,15.49,1,1
839090,Galaxy Ball Defender,2018-04-25,0,2.89,6,1
839130,Snowball Saves Summer,2018-09-26,0,7.19,3,0
839170,Paradox of the Cryptomancers,2018-05-25,0,3.99,5,3
839200,SpedV,2018-12-26,0,0,12,4
839210,The Land of the Seazogs,2018-10-31,0,2.99,6,1
839230,Mr. Sweet,2018-08-15,0,0.79,22,1
839240,Penny Black,2018-05-17,0,0,59,3
839250,三国英雄列传 (Legendary Heros in the Three Kingdoms),2018-04-27,0,6.19,39,12
839260,Russian AYE Horror,2018-04-18,0,0.79,26,13
839280,Cartonfall,2019-02-27,0,5.79,38,2
839300,Legendary Eleven: Epic Football,2019-03-01,0,11.99,43,12
839310,Signal Simulator,2018-04-29,0,14,49,14
839340,SOK MIN,2018-04-18,0,1.69,14,1
839350,Melordandek,2018-12-22,0,9.29,11,0
839370,The story of Gods 七神物语,2018-06-26,0,0.79,6,4
839420,Krampus is Home,2019-03-22,0,11.39,20,4
839430,Flurius,2018-04-24,0,0.79,0,6
839450,7scarlet,2019-03-12,0,23.79,59,17
839460,Psycho Squirrels,2018-05-15,0,1.69,2,0
839500,DAOKER:A BANISHED TIGER,2018-05-17,0,7.19,35,19
839520,The Legend of Evil,2018-10-19,0,5.99,11,2
839530,Bomight,2018-04-30,0,0.79,2,0
839540,Electroquest: Resistance is Futile,2018-04-29,0,2.89,3,17
839560,Shrinking Pains,2018-04-27,0,0,96,24
839570,What Are You Stupid,2018-04-16,0,3.99,15,3
839590,Hamster Daily,2018-07-03,0,0.79,2,6
839620,Bomb Labyrinth,2018-04-29,0,2.89,2,5
839630,Survisland / 实境求生,2018-07-16,0,11.39,653,251
839670,Alices Adventures - Hidden Object. Wimmelbild,2018-06-08,0,1.99,16,3
839680,The Front of Greed,2018-08-16,0,0,9,7
839730,Planum,2018-04-18,0,0.79,5,13
839810,Drift 4000,2018-05-17,0,0,9,7
839820,Match Connect Challenge,2018-05-11,0,1.69,1,0
839890,Kama Bullet Heritage 2,2018-04-18,0,5.19,11,29
839920,9 Balls,2018-04-20,0,0.79,8,23
839940,Silverworld,2018-04-12,0,5.19,14,0
839960,The Technician,2018-12-10,0,11.39,15,0
840010,Garden Paws,2018-12-18,0,15.49,275,35
840020,Gun Rage,2018-09-17,0,7.19,5,3
840060,Good Doggo,2018-04-30,0,0,48,8
840090,Battleground Shooting Training 吃鸡枪法训练器,2018-06-22,0,1.69,3,5
840100,Magic Scroll Tactics / マジックスクロールタクティクス / 魔法卷轴 / 魔法捲軸,2018-04-27,0,9.29,95,21
840120,Pi is Everything,2018-05-02,0,3.14,2,2
840130,Battle Royale: Survivors 究极求生:大逃杀,2018-08-29,0,3.99,267,323
840140,武侠乂 The Swordsmen X,2018-07-26,0,22.49,1453,1395
840170,Delivery man simulator,2018-04-25,0,0.79,4,13
840180,On Board 4 PC,2018-04-23,0,0.79,10,15
840190,INSECT HAZARD,2018-11-02,0,4.79,5,8
840230,Chicken ~Boiled Egg~,2018-05-18,0,5.79,4,0
840240,Mosaic: Game of Gods II,2018-04-27,0,2.89,13,1
840270,Fitness Simulator,2018-04-19,0,2.89,1,1
840290,Pendula Swing Episode 1 - Tired and Retired,2018-08-15,0,0,38,14
840300,Supralympic Runners,2019-02-06,0,5.95,9,0
840340,Walls in Dead,2018-04-19,0,0.79,11,20
840380,Quible Sphere,2018-07-13,0,1.69,4,0
840410,Mushroom Heroes,2018-05-02,0,0,110,23
840430,Planetary Dustoff,2019-02-20,0,11.39,17,1
840440,Good Boy!,2018-05-02,0,0.79,8,5
840500,Dictators dreams,2018-04-22,0,0.79,9,0
840580,Virtual Foosball,2018-05-10,0,2.99,3,1
840590,ANOIX,2018-04-20,0,2.09,14,5
840610,Fortune-499,2018-05-10,0,3.99,70,10
840620,Geometry Boxer,2018-05-01,0,0,35,16
840690,Setup Developer Tool 2018,2018-05-17,0,15.49,9,3
840700,Qvabllock,2018-04-30,0,0.79,50,11
840710,Trivia Vault: Tennis Trivia,2018-04-19,0,9.99,10,0
840720,Sword Art Online: Lost Song,2018-11-12,0,15.99,208,60
840730,The Sandbox of God: Remastered Edition,2018-05-09,0,2.89,1,0
840800,Outlaws of the Old West,2019-03-12,0,15.49,1459,742
840810,Data Ball,2018-06-26,0,7.19,2,0
840860,I Pay No Rent,2018-05-15,0,2.89,1,0
840910,"Save her, from dreams",2018-05-10,0,5.19,14,1
840920,Asimov Laws,2018-05-15,0,7.19,4,2
840930,Bing Bong XL,2018-05-14,0,0.79,78,6
840980,Exoder,2018-04-23,0,5.79,9,0
841010,Jack and Sara: Educational game,2018-05-02,0,1.69,13,0
841020,Knockdown the Ball,2018-04-24,0,0.79,7,2
841030,Fairy Escape,2018-04-27,0,1.69,20,4
841120,Wheelchair Simulator VR,2018-05-08,0,11.39,13,3
841140,Square Head Zombies 2 - FPS Game,2018-05-01,0,7.19,6,7
841200,Intelligence,2018-04-19,0,2.09,3,1
841210,WW Fantasy,2018-05-04,0,2.09,48,12
841260,Final Match,2018-05-10,0,1.69,2,3
841270,Trap,2018-05-02,0,0,112,19
841300,Together,2018-05-01,0,0,154,53
841320,Whitevale Defender,2018-05-23,0,3.99,8,4
841340,Fightttris VR,2019-02-27,0,1.99,10,0
841350,NALOGI 2,2018-05-31,0,1.69,71,27
841370,NBA 2K19,2018-09-06,0,39.99,3093,8080
841420,Stickman.io,2018-05-28,0,2.89,4,4
841430,Need for Synthol,2018-05-31,0,2.89,3,1
841440,ShellBlast: Legacy Edition,2018-05-09,0,2.89,2,0
841460,The Great C,2018-10-08,18,4.79,105,11
841500,Sheep Game,2018-04-27,0,0,21,8
841570,BlindMaze,2018-04-20,0,0.79,6,2
841590,Boat Adventure,2018-04-26,0,0.79,13,16
841600,Aura of Worlds,2018-04-24,0,7.19,55,3
841660,The Treehouse Man,2019-02-13,0,6.99,26,1
841680,Hazmat Hijinks,2018-08-01,0,1.69,1,0
841770,Siralim 3,2018-10-15,0,11.39,489,21
841790,Adventures in the Light & Dark,2018-07-24,0,2.89,2,1
841800,Super Heroes: Men in VR beta,2018-04-16,0,7.19,1,2
841830,Semi-Sweet Tofu,2018-05-03,0,0,3,0
841840,Escape From Cozy Island,2018-05-07,0,3.99,10,15
841860,#Have A Sticker,2018-04-26,0,0,59,31
841870,Guardian of Immortal Mountain(仙山守卫者),2018-05-10,0,0,3,1
841970,Play Top Frag,2018-10-10,0,7.19,1,0
841980,Avalon Legends Solitaire 3,2018-06-04,0,7.19,3,2
841990,Der Milchbauer,2018-08-21,0,2.09,2,6
842030,Not So Middle Ages,2018-04-27,0,2.89,1,2
842070,FantasyDynasty: Le château DERETIC,2018-04-30,0,0.79,2,2
842120,Arcas Path VR,2018-12-04,0,13.99,5,2
842130,Sunny Smiles,2018-04-25,0,0.79,4,5
842140,Kittend,2018-07-10,0,11.39,17,3
842150,Wild West Saga: Idle Tycoon Clicker,2018-12-18,0,0,183,91
842170,Hyperspace Dogfights,2018-05-14,0,8,33,4
842190,江湖侠客行,2018-05-04,0,5.19,7,18
842250,GM Forge - Virtual Tabletop,2018-05-30,0,23.79,35,19
842270,Formula X,2018-05-05,0,3.99,0,3
842290,ArcBall 2,2018-04-24,0,0.79,2,22
842310,Zimbo,2018-05-04,0,0.79,46,72
842420,A Walk in the Woods,2018-05-01,0,0,102,155
842470,Cranes,2018-05-04,0,3.99,6,0
842500,Kickshot,2018-05-04,0,0,38,9
842510,Survival Maze,2018-04-25,0,2.09,1,3
842520,Neon Void Runner,2018-04-23,0,1.99,3,5
842530,Police Patrol,2018-04-23,0,0.99,6,21
842560,War Hunter,2018-04-24,0,2.99,3,23
842590,Knight Fighter,2018-04-24,0,0.99,0,9
842620,Funny Yo,2018-04-25,0,1.99,0,3
842640,Deadly Tropics,2018-04-23,0,2.09,9,15
842750,Galaxy Champions TV,2018-09-06,0,5.19,22,3
842760,Highscore Processing Unit,2018-05-04,0,1.69,4,0
842770,Deadfall Tropics,2018-05-10,0,3.99,10,0
842780,NavalArt,2018-06-20,0,4.79,29,8
842810,Märchen Forest: Mylne and the Forest Gift,2018-05-16,0,7.19,126,20
842850,Newt One,2019-02-08,0,7.19,11,2
842870,Lords of Strife,2018-05-22,0,3.99,9,3
842910,The MISSING: J.J. Macfield and the Island of Memories,2018-10-11,0,23.99,387,37
842990,Taco Gun,2018-05-17,0,5.99,6,0
843010,"Orb Labs, Inc.",2018-06-11,0,6.19,19,3
843040,RECOG The First Wave,2018-06-15,0,19.49,7,5
843050,North Stars,2018-06-27,0,0,35,8
843080,VR Hero Sentry,2018-11-05,0,7.19,8,0
843120,Joyo Kanji Quiz,2018-04-25,0,2.99,8,0
843160,The Lift,2018-10-30,0,4.79,7,2
843170,ILLUSION,2018-05-09,0,3.99,18,2
843190,Z: Escape,2018-05-29,0,0.79,3,0
843210,Youre Fired,2018-05-11,0,3.19,26,24
843250,The Last DeadEnd,2018-05-04,0,5.79,40,11
843260,The Bards Tale Trilogy,2018-08-14,0,11.39,400,19
843270,Flapping Over It,2018-05-17,0,0.79,7,8
843360,Rift Keeper,2019-01-14,0,7.19,55,12
843370,Gravity Well,2018-06-20,0,2.89,8,0
843380,Super Animal Royale,2018-12-12,0,10.29,1177,38
843400,Distant castle,2018-05-10,0,1.69,0,4
843420,Supermarket VR and mini-games,2018-04-24,0,1.99,1,1
843430,Righty Tighty XL,2018-05-14,0,0.79,64,4
843440,Pivot XL,2018-05-14,0,0.79,74,3
843500,God Vs Zombies,2018-05-10,0,2.89,13,36
843510,Colony Prospector,2018-04-25,0,3.99,11,4
843520,The Last Front,2018-07-11,0,0.79,26,13
843570,ROGALIK,2018-04-27,0,0.79,12,12
843580,DotLine,2018-09-21,0,2.69,2,0
843590,GhostGame,2019-04-19,0,3.99,18,0
843620,Forest Below,2018-05-17,0,0,8,1
843640,WEscape,2018-08-17,0,2.09,15,4
843650,Sophont,2019-03-22,0,2.09,1,1
843660,Rogue Agent,2018-04-29,0,0,70,19
843700,El Taco Diablo,2019-03-10,0,6.19,8,2
843720,Dissimilated Land,2018-08-16,0,9.29,92,26
843730,Infected Battlegrounds,2018-08-02,0,7.19,29,15
843740,HellStar Squadron,2018-05-07,0,1.69,16,5
843760,Kemonomichi-White Moment-,2018-05-03,0,7.19,1,1
843780,City Builder,2018-05-27,0,1.69,6,4
843790,"HUMAN LIVE-HOW LONG CAN HUMAN BEINGS EXIST?Survive the end of the earth, challenge disaster save the world",2018-09-30,0,2.89,2,1
843820,TheShooterGame,2018-05-02,0,4.79,2,4
843840,Space Orb,2018-09-06,0,3.99,14,1
843860,When They Arrived,2019-01-07,0,2.89,34,32
843870,Card Games Mega Collection,2018-06-13,0,5.19,6,2
843890,WIN THE GAME: DO IT!,2018-05-02,0,0.79,97,75
843900,Demons Rise - War for the Deep,2018-04-29,0,5.19,42,6
843920,Hungry Piggy vs Chicken,2018-04-30,0,2.89,4,0
843930,Cyadonia,2018-05-07,0,0.79,2,0
843980,Vortex Rush,2018-05-07,0,1.69,2,0
843990,Bullet Hell ADVANCED,2018-05-18,0,2.49,1,1
844030,Codename Ghost Hunt,2018-09-02,0,3.99,0,1
844040,RUSH,2018-07-13,0,15.49,64,9
844050,Desert Child,2018-12-11,0,8.99,42,3
844080,Trials of The Illuminati: Snack Time Jigsaw Puzzles,2018-09-29,0,0.79,4,2
844130,Future Proof,2018-05-17,0,2.09,36,3
844140,Trivia Vault: Soccer Trivia,2018-04-23,0,9.99,13,6
844160,Chocolate makes you happy 5,2018-04-24,0,0.79,7,2
844180,Slab,2018-05-07,0,4.79,30,4
844210,Titty Crush,2018-05-03,0,3.99,20,10
844250,GameMaster: MAGUS,2018-05-25,0,13.99,1,4
844290,Sniper Squad Mission,2018-04-29,0,2.89,3,11
844300,Demolition Engineer,2018-05-11,0,3.99,8,11
844310,Curling World Cup,2018-05-07,0,4.79,5,7
844330,The Goatman,2018-09-03,0,11.39,47,35
844350,Obscurity,2018-05-04,0,0.79,1,4
844380,Cave Digger,2018-05-09,0,0,135,29
844420,Demons Rise - Lords of Chaos,2018-04-24,0,5.19,73,11
844440,The Indie Game Legend 3D,2018-12-11,0,6.19,3,1
844490,Rhombus Legends,2018-09-24,0,0,22,14
844580,Jungle Juggle,2018-05-28,0,2.09,0,1
844590,Hypnospace Outlaw,2019-03-12,0,15.49,451,5
844610,Hentai PuZZles,2018-04-26,0,0.79,3,5
844620,Odyssee,2018-05-04,18,4.79,1,0
844660,Heart of the Woods,2019-02-15,0,11.39,149,2
844750,Go-Kart Racing,2018-04-25,0,3.99,35,28
844760,The Armclaw Experiment,2019-04-03,0,3.99,4,5
844800,Space man adventure dash,2018-04-25,0,0.79,9,9
844820,Ocean Wonder VR,2018-05-09,0,7.19,0,1
844850,Tower Hunter: Erzas Trial,2018-09-28,0,12.39,286,79
844900,Director of Football,2018-09-20,0,7.99,5,2
844920,Fortissimo FA,2018-05-31,0,7.19,180,33
844930,Fox Hime Zero,2018-05-23,0,1.69,1416,44
844950,Eternal Fantasy,2018-10-18,0,7.19,14,5
844970,Cowboy : Attack of Wild Animal,2018-05-17,0,2.09,9,0
844990,Drone Striker,2019-04-09,0,7.19,0,1
845040,AegisM,2018-07-27,0,9.99,23,1
845060,Simple Golfing,2018-04-25,0,2.09,57,16
845070,The Awesome Adventures of Captain Spirit,2018-06-25,0,0,8077,667
845080,Neuro,2018-05-04,0,1.69,7,2
845110,Snakelike,2019-01-11,0,7.19,1,0
845150,Vietnam War PuZZles,2018-04-25,0,0.79,5,6
845170,Block Smashers VR,2018-05-09,0,0.79,0,1
845200,❂ Hexaluga ❂ Weapon and Shield ☯,2018-05-14,0,3.99,10,6
845210,Sim Racing Telemetry,2018-06-13,0,0,10,6
845250,Fish Tycoon 2: Virtual Aquarium,2018-05-17,0,0,18,19
845270,Mirror Drop,2018-05-18,0,5.79,43,1
845290,Destructions,2018-07-03,0,5.99,8,0
845350,Color Path,2018-05-11,0,0.79,2,0
845380,Instinct,2018-05-31,0,3.99,34,5
845390,Ride To Canada,2018-05-11,0,1.69,5,1
845400,Club Dance Party VR,2018-06-06,0,11.39,7,13
845420,DJ Mix Pads,2018-05-04,0,6.19,9,7
845440,World Of Walking Cities,2018-05-14,0,4.79,1,13
845460,Make Route,2018-10-05,0,0.79,3,1
845480,Kinaman vs Gray Elephant,2018-05-10,0,0.79,4,8
845490,RESEQUENCED,2018-08-30,12,5.79,18,5
845500,Guilty Summer Kiss,2018-05-04,0,5.19,4,16
845510,DiyMachinery （自定义机械）,2018-05-16,0,0.79,1,0
845520,Hard Work,2018-07-20,0,3.99,3,6
845530,Imperialism: The Dark Continent,2018-05-18,0,6.19,8,21
845570,Super Punchman,2018-05-09,0,1.69,1,5
845590,God is a Cube: Programming Robot Cubes,2018-10-11,0,11.99,12,2
845600,Waking Violet,2018-06-29,0,6.49,8,0
845630,Disdoored,2018-05-31,0,15.49,16,10
845650,Meteor Shower,2018-06-12,0,0.79,3,0
845690,"Rats, Bats, and Bones",2018-12-19,0,11.39,17,0
845700,Mushroom: The Ruckus,2018-05-01,0,1.69,4,0
845730,Russian Prison Sport: OCHKO,2018-04-29,0,0.79,9,3
845750,Dont Play With Dolls,2018-07-20,0,0.79,22,1
845760,Primitive Race,2018-05-06,0,0.79,14,9
845820,Lighter Than AR,2018-04-30,0,3.99,4,2
845840,Laser Maze,2019-01-04,0,3.99,14,0
845860,Gem Rush,2018-08-06,0,7.19,6,1
845870,BlackFaith,2018-07-04,0,3.99,152,280
845880,Touhou: Scarlet Curiosity | 東方紅輝心,2018-07-11,0,12.99,517,40
845900,Awake: Episode One,2018-12-05,0,5.79,27,8
845940,Brickfest,2018-05-03,0,3.99,9,0
845960,Furries & Scalies & Bears OH MY!,2019-01-16,0,7.19,4,3
845970,Trivia Vault: Movie Trivia,2018-04-27,0,9.99,13,6
846010,Visceral Cubes,2018-05-03,0,1.69,15,3
846020,YOMOTSU,2018-10-17,0,1.69,4,2
846050,Silent Depth 3D Submarine Simulation,2018-08-20,0,9.99,8,12
846080,Where Thoughts Go,2018-11-08,0,7.19,17,1
846110,The friends of Ringo Ishikawa,2018-05-17,0,11.39,303,44
846120,Hello Pollution!,2018-08-07,0,10.29,8,30
846130,Guardians Of The Past,2019-03-14,0,8.29,5,1
846150,Plane War,2018-04-28,0,0.79,10,8
846200,Bastard,2018-05-14,0,5.99,43,26
846210,Sea Explorer,2018-05-29,0,4.79,2,0
846220,Catsapults,2018-06-12,0,3.99,2,0
846240,Space Googy,2018-04-30,0,0.79,9,17
846250,Devious,2018-07-26,0,15.49,2,0
846330,Forests of Augusta,2018-07-02,0,5.79,5,1
846340,Obliteracy,2018-09-14,0,0,12,5
846370,OboStar,2018-05-01,0,1.99,1,4
846430,BATTLE ZOMBIE SHOOTER: SURVIVAL OF THE DEAD,2018-06-08,0,0.79,6,11
846440,ATTACK OF THE KILLER FURRIES,2018-05-18,0,2.09,30,14
846470,Moss,2018-06-07,0,23.79,531,46
846490,Dragon Defense,2018-10-12,0,3.99,4,0
846530,LifeGameSimulator,2018-05-31,0,0.79,0,1
846670,Saint Slaughter X Days,2018-07-30,0,2.09,65,2
846690,Lost Lands: Ice Spell,2018-07-16,0,5.19,13,1
846700,The Legacy: Prisoner,2018-06-18,0,5.19,6,2
846710,DeVine: World of Shadows,2018-05-04,0,1.69,19,5
846780,JumpStream,2018-09-19,0,0,6,2
846790,TEVA,2018-05-04,0,0.79,27,27
846800,Diner Bros,2018-07-06,0,7.19,135,22
846820,Tell Me Everything,2018-05-29,0,0.79,25,4
846880,The Chronicles of Quiver Dick,2018-07-09,0,2.09,135,7
847100,Тридевятые земли(Свет или тьма),2018-05-20,0,1.69,3,0
847230,Turn-Based Champion,2018-06-02,0,3.99,4,1
847240,Zombie Commander,2018-05-13,0,4.79,8,2
847290,Community College Hero: Knowledge is Power,2018-05-17,0,3.99,18,2
847300,Doomsday on Demand 2,2018-06-26,0,2.09,1,1
847310,Doomsday on Demand,2018-06-26,0,2.09,3,3
847360,Super Luckys Tale,2018-09-14,0,14.99,139,20
847370,Sunset Overdrive,2018-11-16,16,14.99,2421,274
847390,Barrel Boot Camp,2018-05-18,0,2.09,3,2
847450,Solenars Edge Heroes,2018-05-04,0,2.09,7,1
847460,Trapped,2018-05-11,0,1.69,2,0
847490,Star Speeder,2018-05-11,0,0.99,2,0
847530,HyperBowl,2018-07-20,0,2,8,0
847570,How About Spikes,2018-11-09,0,1.69,2,2
847580,Truth: Disorder II,2018-05-02,0,1.69,1,5
847600,Rapid,2018-05-13,16,2.69,0,2
847630,Commanager Tycoon,2018-05-01,0,8.29,14,7
847650,Virtual Reality Experiment Framework,2018-06-13,0,0,2,3
847660,Story: Heaven & Hell (Complete Edition),2018-09-06,0,0.79,15,10
847790,Indentured Servant,2018-06-08,0,0,10,0
847800,Toybit Quest,2018-07-12,0,2.89,7,0
847860,Die In The Dark,2018-07-19,0,3.99,3,2
847870,Monster Truck Drive,2018-05-02,0,5.19,2,1
847890,小黄条/YYNote,2018-05-08,0,0,18,7
847900,DeathTolls Experience,2018-04-24,0,0,10,1
847940,Sukis Spooky Romance,2018-06-14,0,2.09,2,0
847950,Yakuza Kiss,2018-06-19,0,7.19,24,4
848010,Find your way,2019-04-10,0,2.09,40,3
848090,BATTER BURST,2018-05-07,0,2.09,1,0
848100,Maze Madness,2018-05-09,0,2.89,1,0
848150,Fury Fighter VR,2018-05-25,0,7.19,0,7
848200,Azuran Tales: Trials,2018-06-01,0,6.99,21,2
848230,Lets Go Nuts!,2018-06-01,0,2.09,4,1
848260,Super GTR Racing,2018-05-18,0,2.89,4,6
848270,Sky Conqueror,2018-05-04,0,0.79,5,1
848280,Viki Spotter: Space Mission,2018-05-11,0,1.69,70,1
848300,GROW: Wild West,2018-05-24,0,2.09,26,5
848310,Bitcoin Trading Master: Simulator,2018-05-31,0,3.99,120,28
848350,Katamari Damacy REROLL,2018-12-06,0,15.99,559,58
848410,Detached: Non-VR Edition,2018-07-24,0,11.39,13,3
848450,Subnautica: Below Zero,2019-01-30,0,15.49,4097,471
848500,Sniper Strike: Special Ops,2018-07-27,0,0,32,50
848520,Super Destronaut DX,2018-07-13,0,3.99,3,3
848540,Arctic Cave,2018-05-01,0,0.79,12,10
848550,Welcome Back To 2007 2,2018-09-11,0,1.69,30,6
848610,Adult Toy Store,2018-12-12,0,15.49,5,7
848630,Dinosaur Hunter,2018-05-02,0,2.09,3,1
848640,SVOBODA,2018-05-29,0,4.99,8,9
848650,Torture Chamber,2018-05-24,0,0.79,23,51
848660,Cool Headed,2018-09-06,0,2.89,6,0
848670,You Green Elephant,2018-09-05,0,2.89,9,6
848680,Cool Dragon,2018-05-31,0,2.89,2,2
848700,Toki Time Trial,2018-07-20,0,0,42,4
848710,Defendion,2018-05-07,0,5.19,2,2
848720,Z.W!,2018-05-15,0,0.79,3,1
848730,The Boy Who Typed Wolf,2018-08-07,0,5.99,1,4
848740,Lazergoat: Invasion,2018-05-14,0,1.69,1,1
848750,Space Drop,2018-05-25,0,0.79,1,0
848770,Krystal the Adventurer,2018-06-07,0,3.99,5,0
848780,Star Tower,2018-05-25,0,3.99,1,0
848810,Bug Splatt,2018-07-11,0,2.09,1,1
848890,Afelhem,2018-11-26,0,0.79,8,2
848930,Rising Dusk,2018-07-26,0,5,29,1
848960,Gotcha Racing 2nd,2018-07-18,0,8.99,4,2
849000,Open The Door,2018-11-30,0,0.79,14,0
849070,Black Home 2,2018-04-26,0,5.79,1,0
849270,Soccer Nations Battle,2018-05-17,0,0.79,6,3
849320,Tank Rush,2018-06-05,0,0.79,9,38
849350,Realistic Illusion,2018-05-04,0,0.79,3,1
849360,Wrecking Towers,2018-05-18,0,2.89,5,1
849390,Valerian Tales,2018-07-01,0,6.19,1,1
849420,Professor Madhouse,2018-06-04,0,1.69,2,0
849520,Rheum,2018-05-22,0,2.09,12,2
849550,Depth Siege Atlantis,2018-05-04,0,3.99,12,16
849560,The Road to Canterbury,2018-04-26,0,2.89,7,3
849600,Sandbox Showdown,2018-06-08,0,2.89,9,2
849620,Trivia Vault: Celebrity Trivia,2018-05-02,0,9.99,13,5
849630,Wolf Balls,2018-05-17,0,3.99,8,1
849670,Oval,2018-06-08,0,8.99,38,1
849680,TimeTekker,2018-06-07,0,0.79,17,0
849690,Ghost Mountain Roller Coaster,2018-05-09,0,2.09,3,3
849790,Firmament Wars,2018-09-03,0,3.99,28,8
849800,Mermaid Mission: Titanic,2018-06-06,0,3.99,5,0
849840,Imperi II,2018-05-10,0,2.09,0,1
849860,The Risen Dead VR,2018-07-26,0,15.49,0,5
849870,Virtual Pirate VR,2018-07-16,0,7.19,0,3
849900,Space Hodsola,2018-05-15,0,2.89,1,0
849910,Labor,2018-05-24,0,2.89,0,2
849920,Dungeon Quest,2018-05-07,0,0.79,2,0
849940,Freefall Tournament,2018-06-15,0,3.99,22,13
849970,Forgotten Realm RPG,2018-06-01,0,3.99,3,2
849980,Color by Numbers - Dinosaurs,2018-05-15,0,4.49,5,0
850000,Noel The Mortal Fate S1-7,2018-05-15,0,11.39,631,22
850040,PuzzGun,2018-05-09,0,2.09,15,0
850050,Achievement Idler: Red,2018-05-13,0,0.79,23,8
850060,Anima: Gate of Memories - The Nameless Chronicles,2018-06-19,0,15.49,33,7
850110,Number Guesser,2018-05-08,0,0.79,10,0
850230,Womens Soccer Manager,2018-07-16,0,0,43,15
850250,Dark Matter,2018-05-04,0,0.79,3,3
850270,Kaleido Chaos,2018-08-28,0,0.79,0,3
850310,Cursed Town,2018-05-25,0,0,8,5
850330,best game eu,2018-05-14,0,0,50,7
850340,Deep Voyage,2018-05-04,0,7.19,3,0
850450,Escape First,2018-05-10,0,4.79,108,43
850500,Slum Ball VR Tournament,2018-05-16,0,11.39,39,3
850550,World of Virtual Reality VR,2018-07-06,0,4.79,0,1
850630,Starting The Game,2018-05-08,0,0.79,155,14
850690,Crying is not Enough: Remastered,2018-06-19,0,15.49,40,56
850710,Skips Sanity,2018-05-24,0,0,4,0
850740,The Princess Adventure,2018-11-08,0,4.79,5,2
850780,Battle Royale Bootcamp,2018-05-22,0,4.79,10,6
850790,Aiks Cheese Adventures,2018-05-08,0,2.89,13,5
850810,Karas Darkness Chapter One,2018-06-05,0,1.69,2,4
